"eco_id"|"first_level_code"|"first_level"|"second_level_code"|"second_level"|"third_level_code"|"third_level"|"source"
"31321"|31321|"Southwestern Arabian montane woodlands"|13|"Deserts & Xeric Shrublands"|3|"Afrotropics"|"teow"
"31322"|31322|"Succulent Karoo"|13|"Deserts & Xeric Shrublands"|3|"Afrotropics"|"teow"
"31401"|31401|"Central African mangroves"|14|"Mangroves"|3|"Afrotropics"|"teow"
"31402"|31402|"East African mangroves"|14|"Mangroves"|3|"Afrotropics"|"teow"
"31403"|31403|"Guinean mangroves"|14|"Mangroves"|3|"Afrotropics"|"teow"
"31404"|31404|"Madagascar mangroves"|14|"Mangroves"|3|"Afrotropics"|"teow"
"31405"|31405|"Southern Africa mangroves"|14|"Mangroves"|3|"Afrotropics"|"teow"
"40101"|40101|"Andaman Islands rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40102"|40102|"Borneo lowland rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40103"|40103|"Borneo montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40104"|40104|"Borneo peat swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40105"|40105|"Brahmaputra Valley semi-evergreen forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40106"|40106|"Cardamom Mountains rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40107"|40107|"Chao Phraya freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40108"|40108|"Chao Phraya lowland moist deciduous forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40109"|40109|"Chin Hills-Arakan Yoma montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40110"|40110|"Christmas and Cocos Islands tropical forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40111"|40111|"Eastern highlands moist deciduous forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40112"|40112|"Eastern Java-Bali montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40113"|40113|"Eastern Java-Bali rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40114"|40114|"Greater Negros-Panay rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40115"|40115|"Himalayan subtropical broadleaf forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40116"|40116|"Irrawaddy freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40117"|40117|"Irrawaddy moist deciduous forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40118"|40118|"Jian Nan subtropical evergreen forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40119"|40119|"Kayah-Karen montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40120"|40120|"Lower Gangetic Plains moist deciduous forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40121"|40121|"Luang Prabang montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40122"|40122|"Luzon montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40123"|40123|"Luzon rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40124"|40124|"Malabar Coast moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40125"|40125|"Maldives-Lakshadweep-Chagos Archipelago tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40126"|40126|"Meghalaya subtropical forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40127"|40127|"Mentawai Islands rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40128"|40128|"Mindanao montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40129"|40129|"Mindanao-Eastern Visayas rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40130"|40130|"Mindoro rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40131"|40131|"Mizoram-Manipur-Kachin rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40132"|40132|"Myanmar coastal rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40133"|40133|"Nicobar Islands rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40134"|40134|"North Western Ghats moist deciduous forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40135"|40135|"North Western Ghats montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40136"|40136|"Northern Annamites rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40137"|40137|"Northern Indochina subtropical forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40138"|40138|"Northern Khorat Plateau moist deciduous forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40139"|40139|"Northern Thailand-Laos moist deciduous forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40140"|40140|"Northern Triangle subtropical forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40141"|40141|"Northern Vietnam lowland rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40142"|40142|"Orissa semi-evergreen forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40143"|40143|"Palawan rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40144"|40144|"Peninsular Malaysian montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40145"|40145|"Peninsular Malaysian peat swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40146"|40146|"Peninsular Malaysian rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40147"|40147|"Red River freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40148"|40148|"South China Sea Islands"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40149"|40149|"South China-Vietnam subtropical evergreen forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40150"|40150|"South Western Ghats moist deciduous forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40151"|40151|"South Western Ghats montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40152"|40152|"Southern Annamites montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40153"|40153|"Southwest Borneo freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40154"|40154|"Sri Lanka lowland rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40155"|40155|"Sri Lanka montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40156"|40156|"Sulu Archipelago rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40157"|40157|"Sumatran freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40158"|40158|"Sumatran lowland rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40159"|40159|"Sumatran montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40160"|40160|"Sumatran peat swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40161"|40161|"Sundaland heath forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40162"|40162|"Sundarbans freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40163"|40163|"Tenasserim-South Thailand semi-evergreen rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40164"|40164|"Tonle Sap freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40165"|40165|"Tonle Sap-Mekong peat swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40166"|40166|"Upper Gangetic Plains moist deciduous forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40167"|40167|"Western Java montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40168"|40168|"Western Java rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40169"|40169|"Hainan Island monsoon rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40170"|40170|"Nansei Islands subtropical evergreen forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40171"|40171|"South Taiwan monsoon rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40172"|40172|"Taiwan subtropical evergreen forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"
"40201"|40201|"Central Deccan Plateau dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40202"|40202|"Central Indochina dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40203"|40203|"Chhota-Nagpur dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40204"|40204|"East Deccan dry-evergreen forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40205"|40205|"Irrawaddy dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40206"|40206|"Khathiar-Gir dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40207"|40207|"Narmada Valley dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40208"|40208|"Northern dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40209"|40209|"South Deccan Plateau dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40210"|40210|"Southeastern Indochina dry evergreen forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40211"|40211|"Southern Vietnam lowland dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40212"|40212|"Sri Lanka dry-zone dry evergreen forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"
"40301"|40301|"Himalayan subtropical pine forests"|3|"Tropical & Subtropical Coniferous Forests"|4|"IndoMalay"|"teow"
"40302"|40302|"Luzon tropical pine forests"|3|"Tropical & Subtropical Coniferous Forests"|4|"IndoMalay"|"teow"
"40303"|40303|"Northeast India-Myanmar pine forests"|3|"Tropical & Subtropical Coniferous Forests"|4|"IndoMalay"|"teow"
"40304"|40304|"Sumatran tropical pine forests"|3|"Tropical & Subtropical Coniferous Forests"|4|"IndoMalay"|"teow"
"40401"|40401|"Eastern Himalayan broadleaf forests"|4|"Temperate Broadleaf & Mixed Forests"|4|"IndoMalay"|"teow"
"40402"|40402|"Northern Triangle temperate forests"|4|"Temperate Broadleaf & Mixed Forests"|4|"IndoMalay"|"teow"
"40403"|40403|"Western Himalayan broadleaf forests"|4|"Temperate Broadleaf & Mixed Forests"|4|"IndoMalay"|"teow"
"40501"|40501|"Eastern Himalayan subalpine conifer forests"|5|"Temperate Conifer Forests"|4|"IndoMalay"|"teow"
"40502"|40502|"Western Himalayan subalpine conifer forests"|5|"Temperate Conifer Forests"|4|"IndoMalay"|"teow"
"40701"|40701|"Terai-Duar savanna and grasslands"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|4|"IndoMalay"|"teow"
"40901"|40901|"Rann of Kutch seasonal salt marsh"|9|"Flooded Grasslands & Savannas"|4|"IndoMalay"|"teow"
"41001"|41001|"Kinabalu montane alpine meadows"|10|"Montane Grasslands & Shrublands"|4|"IndoMalay"|"teow"
"41301"|41301|"Deccan thorn scrub forests"|13|"Deserts & Xeric Shrublands"|4|"IndoMalay"|"teow"
"41302"|41302|"Indus Valley desert"|13|"Deserts & Xeric Shrublands"|4|"IndoMalay"|"teow"
"41303"|41303|"Northwestern thorn scrub forests"|13|"Deserts & Xeric Shrublands"|4|"IndoMalay"|"teow"
"41304"|41304|"Thar desert"|13|"Deserts & Xeric Shrublands"|4|"IndoMalay"|"teow"
"41401"|41401|"Goadavari-Krishna mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"
"41402"|41402|"Indochina mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"
"41403"|41403|"Indus River Delta-Arabian Sea mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"
"41404"|41404|"Myanmar Coast mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"
"41405"|41405|"Sunda Shelf mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"
"41406"|41406|"Sundarbans mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"
"50201"|50201|"Sonoran-Sinaloan transition subtropical dry forest"|2|"Tropical & Subtropical Dry Broadleaf Forests"|5|"Nearctic"|"teow"
"50301"|50301|"Bermuda subtropical conifer forests"|3|"Tropical & Subtropical Coniferous Forests"|5|"Nearctic"|"teow"
"50302"|50302|"Sierra Madre Occidental pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|5|"Nearctic"|"teow"
"50303"|50303|"Sierra Madre Oriental pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|5|"Nearctic"|"teow"
"50401"|50401|"Allegheny Highlands forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50402"|50402|"Appalachian mixed mesophytic forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50403"|50403|"Appalachian-Blue Ridge forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50404"|50404|"Central U.S. hardwood forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50405"|50405|"East Central Texas forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50406"|50406|"Eastern forest-boreal transition"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50407"|50407|"Eastern Great Lakes lowland forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50408"|50408|"Gulf of St. Lawrence lowland forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50409"|50409|"Mississippi lowland forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50410"|50410|"New England-Acadian forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50411"|50411|"Northeastern coastal forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50412"|50412|"Ozark Mountain forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50413"|50413|"Southeastern mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50414"|50414|"Southern Great Lakes forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50415"|50415|"Upper Midwest forest-savanna transition"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50416"|50416|"Western Great Lakes forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50417"|50417|"Willamette Valley forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"
"50501"|50501|"Alberta Mountain forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50502"|50502|"Alberta-British Columbia foothills forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50503"|50503|"Arizona Mountains forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50504"|50504|"Atlantic coastal pine barrens"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50505"|50505|"Blue Mountains forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50506"|50506|"British Columbia mainland coastal forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50507"|50507|"Cascade Mountains leeward forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50508"|50508|"Central and Southern Cascades forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50509"|50509|"Central British Columbia Mountain forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50510"|50510|"Central Pacific coastal forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50511"|50511|"Colorado Rockies forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50512"|50512|"Eastern Cascades forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50513"|50513|"Florida sand pine scrub"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50514"|50514|"Fraser Plateau and Basin complex"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50515"|50515|"Great Basin montane forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50516"|50516|"Klamath-Siskiyou forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50517"|50517|"Middle Atlantic coastal forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50518"|50518|"North Central Rockies forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50519"|50519|"Northern California coastal forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50520"|50520|"Northern Pacific coastal forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50521"|50521|"Northern transitional alpine forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50522"|50522|"Okanagan dry forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50523"|50523|"Piney Woods forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50524"|50524|"Puget lowland forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50525"|50525|"Queen Charlotte Islands"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50526"|50526|"Sierra Juarez and San Pedro Martir pine-oak forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50527"|50527|"Sierra Nevada forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50528"|50528|"South Central Rockies forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50529"|50529|"Southeastern conifer forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50530"|50530|"Wasatch and Uinta montane forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"
"50601"|50601|"Alaska Peninsula montane taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50602"|50602|"Central Canadian Shield forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50603"|50603|"Cook Inlet taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50604"|50604|"Copper Plateau taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50605"|50605|"Eastern Canadian forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50606"|50606|"Eastern Canadian Shield taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50607"|50607|"Interior Alaska-Yukon lowland taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50608"|50608|"Mid-Continental Canadian forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50609"|50609|"Midwestern Canadian Shield forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50610"|50610|"Muskwa-Slave Lake forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50611"|50611|"Newfoundland Highland forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50612"|50612|"Northern Canadian Shield taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50613"|50613|"Northern Cordillera forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50614"|50614|"Northwest Territories taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50615"|50615|"South Avalon-Burin oceanic barrens"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50616"|50616|"Southern Hudson Bay taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50617"|50617|"Yukon Interior dry forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"
"50701"|50701|"Western Gulf coastal grasslands"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50801"|50801|"California Central Valley grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50802"|50802|"Canadian Aspen forests and parklands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50803"|50803|"Central and Southern mixed grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50804"|50804|"Central forest-grasslands transition"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50805"|50805|"Central tall grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50806"|50806|"Edwards Plateau savanna"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50807"|50807|"Flint Hills tall grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50808"|50808|"Montana Valley and Foothill grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50809"|50809|"Nebraska Sand Hills mixed grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50810"|50810|"Northern mixed grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50811"|50811|"Northern short grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50812"|50812|"Northern tall grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50813"|50813|"Palouse grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50814"|50814|"Texas blackland prairies"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"50815"|50815|"Western short grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"
"51101"|51101|"Alaska-St. Elias Range tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51102"|51102|"Aleutian Islands tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51103"|51103|"Arctic coastal tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51104"|51104|"Arctic foothills tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51105"|51105|"Baffin coastal tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51106"|51106|"Beringia lowland tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51107"|51107|"Beringia upland tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51108"|51108|"Brooks-British Range tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51109"|51109|"Davis Highlands tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51110"|51110|"High Arctic tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51111"|51111|"Interior Yukon-Alaska alpine tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51112"|51112|"Kalaallit Nunaat high arctic tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51113"|51113|"Kalaallit Nunaat low arctic tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51114"|51114|"Low Arctic tundra"|11|"Tundra"|5|"Nearctic"|"teow"
