"eco_id"|"first_level_code"|"first_level"|"second_level_code"|"second_level"|"third_level_code"|"third_level"|"source"
"51115"|51115|"Middle Arctic tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51116"|51116|"Ogilvie-MacKenzie alpine tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51117"|51117|"Pacific Coastal Mountain icefields and tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51118"|51118|"Torngat Mountain tundra"|11|"Tundra"|5|"Nearctic"|"teow"
"51201"|51201|"California coastal sage and chaparral"|12|"Mediterranean Forests, Woodlands & Scrub"|5|"Nearctic"|"teow"
"51202"|51202|"California interior chaparral and woodlands"|12|"Mediterranean Forests, Woodlands & Scrub"|5|"Nearctic"|"teow"
"51203"|51203|"California montane chaparral and woodlands"|12|"Mediterranean Forests, Woodlands & Scrub"|5|"Nearctic"|"teow"
"51301"|51301|"Baja California desert"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51302"|51302|"Central Mexican matorral"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51303"|51303|"Chihuahuan desert"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51304"|51304|"Colorado Plateau shrublands"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51305"|51305|"Great Basin shrub steppe"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51306"|51306|"Gulf of California xeric scrub"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51307"|51307|"Meseta Central matorral"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51308"|51308|"Mojave desert"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51309"|51309|"Snake-Columbia shrub steppe"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51310"|51310|"Sonoran desert"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51311"|51311|"Tamaulipan matorral"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51312"|51312|"Tamaulipan mezquital"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"51313"|51313|"Wyoming Basin shrub steppe"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"
"60101"|60101|"Araucaria moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60102"|60102|"Atlantic Coast restingas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60103"|60103|"Bahia coastal forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60104"|60104|"Bahia interior forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60105"|60105|"Bolivian Yungas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60106"|60106|"Caatinga Enclaves moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60107"|60107|"Caqueta moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60108"|60108|"Catatumbo moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60109"|60109|"Cauca Valley montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60110"|60110|"Cayos Miskitos-San Andrés and Providencia moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60111"|60111|"Central American Atlantic moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60112"|60112|"Central American montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60113"|60113|"Chiapas montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60114"|60114|"Chimalapas montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60115"|60115|"Chocó-Darién moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60116"|60116|"Cocos Island moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60117"|60117|"Cordillera La Costa montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60118"|60118|"Cordillera Oriental montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60119"|60119|"Costa Rican seasonal moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60120"|60120|"Cuban moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60121"|60121|"Eastern Cordillera real montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60122"|60122|"Eastern Panamanian montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60123"|60123|"Fernando de Noronha-Atol das Rocas moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60124"|60124|"Guianan Highlands moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60125"|60125|"Guianan moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60126"|60126|"Gurupa varzeá"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60127"|60127|"Hispaniolan moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60128"|60128|"Iquitos varzeá"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60129"|60129|"Isthmian-Atlantic moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60130"|60130|"Isthmian-Pacific moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60131"|60131|"Jamaican moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60132"|60132|"Japurá-Solimoes-Negro moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60133"|60133|"Juruá-Purus moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60134"|60134|"Leeward Islands moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60135"|60135|"Madeira-Tapajós moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60136"|60136|"Magdalena Valley montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60137"|60137|"Magdalena-Urabá moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60138"|60138|"Marajó varzeá"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60139"|60139|"Maranhăo Babaçu forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60140"|60140|"Mato Grosso seasonal forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60141"|60141|"Monte Alegre varzeá"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60142"|60142|"Napo moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60143"|60143|"Negro-Branco moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60144"|60144|"Northeastern Brazil restingas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60145"|60145|"Northwestern Andean montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60146"|60146|"Oaxacan montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60147"|60147|"Orinoco Delta swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60148"|60148|"Pantanos de Centla"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60149"|60149|"Guianan freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60150"|60150|"Alto Paraná Atlantic forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60151"|60151|"Pernambuco coastal forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60152"|60152|"Pernambuco interior forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60153"|60153|"Peruvian Yungas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60154"|60154|"Petén-Veracruz moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60155"|60155|"Puerto Rican moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60156"|60156|"Purus varzeá"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60157"|60157|"Purus-Madeira moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60158"|60158|"Rio Negro campinarana"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60159"|60159|"Santa Marta montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60160"|60160|"Serra do Mar coastal forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60161"|60161|"Sierra de los Tuxtlas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60162"|60162|"Sierra Madre de Chiapas moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60163"|60163|"Solimőes-Japurá moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60164"|60164|"South Florida rocklands"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60165"|60165|"Southern Andean Yungas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60166"|60166|"Southwest Amazon moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60167"|60167|"Talamancan montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60168"|60168|"Tapajós-Xingu moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60169"|60169|"Pantepui"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60170"|60170|"Tocantins/Pindare moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60171"|60171|"Trinidad and Tobago moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60172"|60172|"Trindade-Martin Vaz Islands tropical forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60173"|60173|"Uatuma-Trombetas moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60174"|60174|"Ucayali moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60175"|60175|"Venezuelan Andes montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60176"|60176|"Veracruz moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60177"|60177|"Veracruz montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60178"|60178|"Western Ecuador moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60179"|60179|"Windward Islands moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60180"|60180|"Xingu-Tocantins-Araguaia moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60181"|60181|"Yucatán moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60182"|60182|"Guianan piedmont and lowland moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"
"60201"|60201|"Apure-Villavicencio dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60202"|60202|"Atlantic dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60204"|60204|"Bajío dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60205"|60205|"Balsas dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60206"|60206|"Bolivian montane dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60207"|60207|"Cauca Valley dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60209"|60209|"Central American dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60210"|60210|"Dry Chaco"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60211"|60211|"Chiapas Depression dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60212"|60212|"Chiquitano dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60213"|60213|"Cuban dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60214"|60214|"Ecuadorian dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60215"|60215|"Hispaniolan dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60216"|60216|"Islas Revillagigedo dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60217"|60217|"Jalisco dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60218"|60218|"Jamaican dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60219"|60219|"Lara-Falcón dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60220"|60220|"Lesser Antillean dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60221"|60221|"Magdalena Valley dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60222"|60222|"Maracaibo dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60223"|60223|"Marańón dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60224"|60224|"Panamanian dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60225"|60225|"Patía Valley dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60226"|60226|"Puerto Rican dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60227"|60227|"Sierra de la Laguna dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60228"|60228|"Sinaloan dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60229"|60229|"Sinú Valley dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60230"|60230|"Southern Pacific dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60232"|60232|"Tumbes-Piura dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60233"|60233|"Veracruz dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60235"|60235|"Yucatán dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"
"60301"|60301|"Bahamian pine mosaic"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"
"60302"|60302|"Belizian pine forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"
"60303"|60303|"Central American pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"
"60304"|60304|"Cuban pine forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"
"60305"|60305|"Hispaniolan pine forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"
"60306"|60306|"Miskito pine forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"
"60307"|60307|"Sierra de la Laguna pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"
"60308"|60308|"Sierra Madre de Oaxaca pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"
"60309"|60309|"Sierra Madre del Sur pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"
"60310"|60310|"Trans-Mexican Volcanic Belt pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"
"60401"|60401|"Juan Fernández Islands temperate forests"|4|"Temperate Broadleaf & Mixed Forests"|6|"Neotropics"|"teow"
"60402"|60402|"Magellanic subpolar forests"|4|"Temperate Broadleaf & Mixed Forests"|6|"Neotropics"|"teow"
"60403"|60403|"San Félix-San Ambrosio Islands temperate forests"|4|"Temperate Broadleaf & Mixed Forests"|6|"Neotropics"|"teow"
"60404"|60404|"Valdivian temperate forests"|4|"Temperate Broadleaf & Mixed Forests"|6|"Neotropics"|"teow"
"60702"|60702|"Beni savanna"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60703"|60703|"Campos Rupestres montane savanna"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60704"|60704|"Cerrado"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60705"|60705|"Clipperton Island shrub and grasslands"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60707"|60707|"Guianan savanna"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60708"|60708|"Humid Chaco"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60709"|60709|"Llanos"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60710"|60710|"Uruguayan savanna"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60801"|60801|"Espinal"|8|"Temperate Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60802"|60802|"Low Monte"|8|"Temperate Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60803"|60803|"Humid Pampas"|8|"Temperate Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60805"|60805|"Patagonian steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"
"60902"|60902|"Cuban wetlands"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"
"60903"|60903|"Enriquillo wetlands"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"
"60904"|60904|"Everglades"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"
"60905"|60905|"Guayaquil flooded grasslands"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"
"60906"|60906|"Orinoco wetlands"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"
"60907"|60907|"Pantanal"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"
"60908"|60908|"Paraná flooded savanna"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"
"60909"|60909|"Southern Cone Mesopotamian savanna"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"
"61001"|61001|"Central Andean dry puna"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"
"61002"|61002|"Central Andean puna"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"
"61003"|61003|"Central Andean wet puna"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"
"61004"|61004|"Cordillera Central páramo"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"
"61005"|61005|"Cordillera de Merida páramo"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"
"61006"|61006|"Northern Andean páramo"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"
"61007"|61007|"Santa Marta páramo"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"
"61008"|61008|"Southern Andean steppe"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"
"61010"|61010|"High Monte"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"
"61201"|61201|"Chilean matorral"|12|"Mediterranean Forests, Woodlands & Scrub"|6|"Neotropics"|"teow"
"61301"|61301|"Araya and Paria xeric scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61303"|61303|"Atacama desert"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61304"|61304|"Caatinga"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61305"|61305|"Caribbean shrublands"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61306"|61306|"Cuban cactus scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61307"|61307|"Galápagos Islands scrubland mosaic"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61308"|61308|"Guajira-Barranquilla xeric scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61309"|61309|"La Costa xeric shrublands"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61311"|61311|"Malpelo Island xeric scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61312"|61312|"Motagua Valley thornscrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61313"|61313|"Paraguana xeric scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61314"|61314|"San Lucan xeric scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61315"|61315|"Sechura desert"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61316"|61316|"Tehuacán Valley matorral"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61318"|61318|"St. Peter and St. Paul rocks"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"
"61401"|61401|"Amazon-Orinoco-Southern Caribbean mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"
"61402"|61402|"Bahamian-Antillean mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"
"61403"|61403|"Mesoamerican Gulf-Caribbean mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"
"61404"|61404|"Northern Mesoamerican Pacific mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"
"61405"|61405|"South American Pacific mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"
"61406"|61406|"Southern Atlantic mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"
"61407"|61407|"Southern Mesoamerican Pacific mangroves"|14|"Mangroves"|6|"Neotropics"|"teow"
"70101"|70101|"Carolines tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"
"70102"|70102|"Central Polynesian tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"
"70103"|70103|"Cook Islands tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"
"70104"|70104|"Eastern Micronesia tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"
"70105"|70105|"Fiji tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"
"70106"|70106|"Hawaii tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"
"70107"|70107|"Kermadec Islands subtropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"
"70108"|70108|"Marquesas tropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"
"70109"|70109|"Ogasawara subtropical moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|7|"Oceania"|"teow"
