"cn","c0","c0t","c0_class_realm","c1","c1_class_biome","c2","ct","c2_class_ecosystem_functional_group","c3","c3_class_occurrence","raster","vector","tname","note"
61021,6,"F","Freshwater",1,"Rivers and streams",2,"F1.2","Permanent lowland rivers",1,"major","F1.2.web.map_v1.0.tif","F1.2.web.map_v1.0.json","f1_2_web_map_v1_0",NULL
61022,6,"F","Freshwater",1,"Rivers and streams",2,"F1.2","Permanent lowland rivers",2,"minor","F1.2.web.map_v1.0.tif","F1.2.web.map_v1.0.json","f1_2_web_map_v1_0",NULL
61031,6,"F","Freshwater",1,"Rivers and streams",3,"F1.3","Freeze-thaw rivers and streams",1,"major","F1.3.web.map_v1.0.tif","F1.3.web.map_v1.0.json","f1_3_web_map_v1_0",NULL
61032,6,"F","Freshwater",1,"Rivers and streams",3,"F1.3","Freeze-thaw rivers and streams",2,"minor","F1.3.web.map_v1.0.tif","F1.3.web.map_v1.0.json","f1_3_web_map_v1_0",NULL
61041,6,"F","Freshwater",1,"Rivers and streams",4,"F1.4","Seasonal upland streams",1,"major","F1.4.web.map_v1.0.tif","F1.4.web.map_v1.0.json","f1_4_web_map_v1_0",NULL
61042,6,"F","Freshwater",1,"Rivers and streams",4,"F1.4","Seasonal upland streams",2,"minor","F1.4.web.map_v1.0.tif","F1.4.web.map_v1.0.json","f1_4_web_map_v1_0",NULL
61051,6,"F","Freshwater",1,"Rivers and streams",5,"F1.5","Seasonal lowland rivers",1,"major","F1.5.web.map_v1.0.tif","F1.5.web.map_v1.0.json","f1_5_web_map_v1_0",NULL
61052,6,"F","Freshwater",1,"Rivers and streams",5,"F1.5","Seasonal lowland rivers",2,"minor","F1.5.web.map_v1.0.tif","F1.5.web.map_v1.0.json","f1_5_web_map_v1_0",NULL
61061,6,"F","Freshwater",1,"Rivers and streams",6,"F1.6","Episodic arid rivers",1,"major","F1.6.web.mix_v1.0.tif","F1.6.web.mix_v1.0.json","f1_6_web_mix_v1_0",NULL
61062,6,"F","Freshwater",1,"Rivers and streams",6,"F1.6","Episodic arid rivers",2,"minor","F1.6.web.mix_v1.0.tif","F1.6.web.mix_v1.0.json","f1_6_web_mix_v1_0",NULL
61071,6,"F","Freshwater",1,"Rivers and streams",7,"F1.7","Large lowland rivers",1,"major","F1.7.web.orig_v2.0.tif","F1.7.web.orig_v2.0.json","f1_7_web_orig_v2_0",NULL
61072,6,"F","Freshwater",1,"Rivers and streams",7,"F1.7","Large lowland rivers",2,"minor","F1.7.web.orig_v2.0.tif","F1.7.web.orig_v2.0.json","f1_7_web_orig_v2_0",NULL
62011,6,"F","Freshwater",2,"Lakes",1,"F2.1","Large permanent freshwater lakes",1,"major","F2.1.web.alt_v4.0.tif","F2.1.web.alt_v4.0.json","f2_1_web_alt_v4_0",NULL
62012,6,"F","Freshwater",2,"Lakes",1,"F2.1","Large permanent freshwater lakes",2,"minor","F2.1.web.alt_v4.0.tif","F2.1.web.alt_v4.0.json","f2_1_web_alt_v4_0",NULL
62021,6,"F","Freshwater",2,"Lakes",2,"F2.2","Small permanent freshwater lakes",1,"major","F2.2.web.mix_v2.0.tif","F2.2.web.mix_v2.0.json","f2_2_web_mix_v2_0",NULL
62022,6,"F","Freshwater",2,"Lakes",2,"F2.2","Small permanent freshwater lakes",2,"minor","F2.2.web.mix_v2.0.tif","F2.2.web.mix_v2.0.json","f2_2_web_mix_v2_0",NULL
62031,6,"F","Freshwater",2,"Lakes",3,"F2.3","Seasonal freshwater lakes",1,"major","F2.3.web.mix_v2.0.tif","F2.3.web.mix_v2.0.json","f2_3_web_mix_v2_0",NULL
62032,6,"F","Freshwater",2,"Lakes",3,"F2.3","Seasonal freshwater lakes",2,"minor","F2.3.web.mix_v2.0.tif","F2.3.web.mix_v2.0.json","f2_3_web_mix_v2_0",NULL
62041,6,"F","Freshwater",2,"Lakes",4,"F2.4","Freeze-thaw freshwater lakes",1,"major","F2.4.web.mix_v1.0.tif","F2.4.web.mix_v1.0.json","f2_4_web_mix_v1_0",NULL
62042,6,"F","Freshwater",2,"Lakes",4,"F2.4","Freeze-thaw freshwater lakes",2,"minor","F2.4.web.mix_v1.0.tif","F2.4.web.mix_v1.0.json","f2_4_web_mix_v1_0",NULL
62051,6,"F","Freshwater",2,"Lakes",5,"F2.5","Ephemeral freshwater lakes",1,"major","F2.5.web.mix_v1.0.tif","F2.5.web.mix_v1.0.json","f2_5_web_mix_v1_0",NULL
62052,6,"F","Freshwater",2,"Lakes",5,"F2.5","Ephemeral freshwater lakes",2,"minor","F2.5.web.mix_v1.0.tif","F2.5.web.mix_v1.0.json","f2_5_web_mix_v1_0",NULL
62061,6,"F","Freshwater",2,"Lakes",6,"F2.6","Permanent salt and soda lakes",1,"major","F2.6.web.mix_v4.0.tif","F2.6.web.mix_v4.0.json","f2_6_web_mix_v4_0",NULL
62062,6,"F","Freshwater",2,"Lakes",6,"F2.6","Permanent salt and soda lakes",2,"minor","F2.6.web.mix_v4.0.tif","F2.6.web.mix_v4.0.json","f2_6_web_mix_v4_0",NULL
62071,6,"F","Freshwater",2,"Lakes",7,"F2.7","Ephemeral salt lakes",1,"major","F2.7.web.mix_v1.0.tif","F2.7.web.mix_v1.0.json","f2_7_web_mix_v1_0",NULL
62072,6,"F","Freshwater",2,"Lakes",7,"F2.7","Ephemeral salt lakes",2,"minor","F2.7.web.mix_v1.0.tif","F2.7.web.mix_v1.0.json","f2_7_web_mix_v1_0",NULL
62081,6,"F","Freshwater",2,"Lakes",8,"F2.8","Artesian springs and oases",1,"major","F2.8.web.mix_v1.0.tif","F2.8.web.mix_v1.0.json","f2_8_web_mix_v1_0",NULL
62082,6,"F","Freshwater",2,"Lakes",8,"F2.8","Artesian springs and oases",2,"minor","F2.8.web.mix_v1.0.tif","F2.8.web.mix_v1.0.json","f2_8_web_mix_v1_0",NULL
62091,6,"F","Freshwater",2,"Lakes",9,"F2.9","Geothermal pools and wetlands",1,"major","F2.9.web.mix_v1.0.tif","F2.9.web.mix_v1.0.json","f2_9_web_mix_v1_0",NULL
62092,6,"F","Freshwater",2,"Lakes",9,"F2.9","Geothermal pools and wetlands",2,"minor","F2.9.web.mix_v1.0.tif","F2.9.web.mix_v1.0.json","f2_9_web_mix_v1_0",NULL
62101,6,"F","Freshwater",2,"Lakes",10,"F2.10","Subglacial lakes",1,"major","F2.10.web.mix_v2.0.tif","F2.10.web.mix_v2.0.json","f2_10_web_mix_v2_0",NULL
62102,6,"F","Freshwater",2,"Lakes",10,"F2.10","Subglacial lakes",2,"minor","F2.10.web.mix_v2.0.tif","F2.10.web.mix_v2.0.json","f2_10_web_mix_v2_0",NULL
63011,6,"F","Freshwater",3,"Artificial fresh waters",1,"F3.1","Large reservoirs",1,"major","F3.1.web.orig_v1.0.tif","F3.1.web.orig_v1.0.json","f3_1_web_orig_v1_0",NULL
63012,6,"F","Freshwater",3,"Artificial fresh waters",1,"F3.1","Large reservoirs",2,"minor","F3.1.web.orig_v1.0.tif","F3.1.web.orig_v1.0.json","f3_1_web_orig_v1_0",NULL
63021,6,"F","Freshwater",3,"Artificial fresh waters",2,"F3.2","Constructed lacustrine wetlands",1,"major","F3.2.web.orig_v1.0.tif","F3.2.web.orig_v1.0.json","f3_2_web_orig_v1_0",NULL
63022,6,"F","Freshwater",3,"Artificial fresh waters",2,"F3.2","Constructed lacustrine wetlands",2,"minor","F3.2.web.orig_v1.0.tif","F3.2.web.orig_v1.0.json","f3_2_web_orig_v1_0",NULL
63031,6,"F","Freshwater",3,"Artificial fresh waters",3,"F3.3","Rice paddies",1,"major","F3.3.web.alt_v2.0.tif","F3.3.web.alt_v2.0.json","f3_3_web_alt_v2_0",NULL
63032,6,"F","Freshwater",3,"Artificial fresh waters",3,"F3.3","Rice paddies",2,"minor","F3.3.web.alt_v2.0.tif","F3.3.web.alt_v2.0.json","f3_3_web_alt_v2_0",NULL
63041,6,"F","Freshwater",3,"Artificial fresh waters",4,"F3.4","Freshwater aquafarms",1,"major","F3.4.web.orig_v1.0.tif","F3.4.web.orig_v1.0.json","f3_4_web_orig_v1_0",NULL
63042,6,"F","Freshwater",3,"Artificial fresh waters",4,"F3.4","Freshwater aquafarms",2,"minor","F3.4.web.orig_v1.0.tif","F3.4.web.orig_v1.0.json","f3_4_web_orig_v1_0",NULL
63051,6,"F","Freshwater",3,"Artificial fresh waters",5,"F3.5","Canals, ditches and drains",1,"major","F3.5.web.orig_v1.0.tif","F3.5.web.orig_v1.0.json","f3_5_web_orig_v1_0",NULL
63052,6,"F","Freshwater",3,"Artificial fresh waters",5,"F3.5","Canals, ditches and drains",2,"minor","F3.5.web.orig_v1.0.tif","F3.5.web.orig_v1.0.json","f3_5_web_orig_v1_0",NULL
71011,7,"FM","Freshwater-Marine",1,"Semi-confined transitional waters",1,"FM1.1","Deepwater coastal inlets",1,"major","FM1.1.web.map_v1.0.tif","FM1.1.web.map_v1.0.json","fm1_1_web_map_v1_0",NULL
71012,7,"FM","Freshwater-Marine",1,"Semi-confined transitional waters",1,"FM1.1","Deepwater coastal inlets",2,"minor","FM1.1.web.map_v1.0.tif","FM1.1.web.map_v1.0.json","fm1_1_web_map_v1_0",NULL
71021,7,"FM","Freshwater-Marine",1,"Semi-confined transitional waters",2,"FM1.2","Permanently open riverine estuaries and bays",1,"major","FM1.2.web.map_v1.0.tif","FM1.2.web.map_v1.0.json","fm1_2_web_map_v1_0",NULL
71022,7,"FM","Freshwater-Marine",1,"Semi-confined transitional waters",2,"FM1.2","Permanently open riverine estuaries and bays",2,"minor","FM1.2.web.map_v1.0.tif","FM1.2.web.map_v1.0.json","fm1_2_web_map_v1_0",NULL
71031,7,"FM","Freshwater-Marine",1,"Semi-confined transitional waters",3,"FM1.3","Intermittently closed and open lakes and lagoons",1,"major","FM1.3.web.orig_v2.0.tif","FM1.3.web.orig_v2.0.json","fm1_3_web_orig_v2_0",NULL
71032,7,"FM","Freshwater-Marine",1,"Semi-confined transitional waters",3,"FM1.3","Intermittently closed and open lakes and lagoons",2,"minor","FM1.3.web.orig_v2.0.tif","FM1.3.web.orig_v2.0.json","fm1_3_web_orig_v2_0",NULL
81011,8,"M","Marine",1,"Marine shelves",1,"M1.1","Seagrass meadows",1,"major","M1.1.web.orig_v1.0.tif","M1.1.web.orig_v1.0.json","m1_1_web_orig_v1_0",NULL
81012,8,"M","Marine",1,"Marine shelves",1,"M1.1","Seagrass meadows",2,"minor","M1.1.web.orig_v1.0.tif","M1.1.web.orig_v1.0.json","m1_1_web_orig_v1_0",NULL
81021,8,"M","Marine",1,"Marine shelves",2,"M1.2","Kelp forests",1,"major","M1.2.web.orig_v2.2.tif","M1.2.web.orig_v2.2.json","m1_2_web_orig_v2_2",NULL
81022,8,"M","Marine",1,"Marine shelves",2,"M1.2","Kelp forests",2,"minor","M1.2.web.orig_v2.2.tif","M1.2.web.orig_v2.2.json","m1_2_web_orig_v2_2",NULL
81031,8,"M","Marine",1,"Marine shelves",3,"M1.3","Photic coral reefs",1,"major","M1.3.web.orig_v1.0.tif","M1.3.web.orig_v1.0.json","m1_3_web_orig_v1_0",NULL
81032,8,"M","Marine",1,"Marine shelves",3,"M1.3","Photic coral reefs",2,"minor","M1.3.web.orig_v1.0.tif","M1.3.web.orig_v1.0.json","m1_3_web_orig_v1_0",NULL
81041,8,"M","Marine",1,"Marine shelves",4,"M1.4","Shellfish beds and reefs",1,"major","M1.4.web.orig_v1.0.tif","M1.4.web.orig_v1.0.json","m1_4_web_orig_v1_0",NULL
81042,8,"M","Marine",1,"Marine shelves",4,"M1.4","Shellfish beds and reefs",2,"minor","M1.4.web.orig_v1.0.tif","M1.4.web.orig_v1.0.json","m1_4_web_orig_v1_0",NULL
81051,8,"M","Marine",1,"Marine shelves",5,"M1.5","Photo-limited marine animal forests",1,"major","M1.5.web.orig_v1.0.tif","M1.5.web.orig_v1.0.json","m1_5_web_orig_v1_0",NULL
81052,8,"M","Marine",1,"Marine shelves",5,"M1.5","Photo-limited marine animal forests",2,"minor","M1.5.web.orig_v1.0.tif","M1.5.web.orig_v1.0.json","m1_5_web_orig_v1_0",NULL
81061,8,"M","Marine",1,"Marine shelves",6,"M1.6","Subtidal rocky reefs",1,"major","M1.6.web.orig_v1.0.tif","M1.6.web.orig_v1.0.json","m1_6_web_orig_v1_0",NULL
81062,8,"M","Marine",1,"Marine shelves",6,"M1.6","Subtidal rocky reefs",2,"minor","M1.6.web.orig_v1.0.tif","M1.6.web.orig_v1.0.json","m1_6_web_orig_v1_0",NULL
81071,8,"M","Marine",1,"Marine shelves",7,"M1.7","Subtidal sand beds",1,"major","M1.7.web.orig_v1.0.tif","M1.7.web.orig_v1.0.json","m1_7_web_orig_v1_0",NULL
81072,8,"M","Marine",1,"Marine shelves",7,"M1.7","Subtidal sand beds",2,"minor","M1.7.web.orig_v1.0.tif","M1.7.web.orig_v1.0.json","m1_7_web_orig_v1_0",NULL
81081,8,"M","Marine",1,"Marine shelves",8,"M1.8","Subtidal mud plains",1,"major","M1.8.web.orig_v1.0.tif","M1.8.web.orig_v1.0.json","m1_8_web_orig_v1_0",NULL
81082,8,"M","Marine",1,"Marine shelves",8,"M1.8","Subtidal mud plains",2,"minor","M1.8.web.orig_v1.0.tif","M1.8.web.orig_v1.0.json","m1_8_web_orig_v1_0",NULL
81091,8,"M","Marine",1,"Marine shelves",9,"M1.9","Upwelling zones",1,"major","M1.9.web.orig_v1.0.tif","M1.9.web.orig_v1.0.json","m1_9_web_orig_v1_0",NULL
81092,8,"M","Marine",1,"Marine shelves",9,"M1.9","Upwelling zones",2,"minor","M1.9.web.orig_v1.0.tif","M1.9.web.orig_v1.0.json","m1_9_web_orig_v1_0",NULL
81101,8,"M","Marine",1,"Marine shelves",10,"M1.10","Rhodolith/Maërl beds",1,"major","M1.10.WM.nwx_v1.0.tif","M1.10.WM.nwx_v1.0.json","m1_10_wm_nwx_v1_0",NULL
81102,8,"M","Marine",1,"Marine shelves",10,"M1.10","Rhodolith/Maërl beds",2,"minor","M1.10.WM.nwx_v1.0.tif","M1.10.WM.nwx_v1.0.json","m1_10_wm_nwx_v1_0",NULL
82011,8,"M","Marine",2,"Pelagic ocean waters",1,"M2.1","Epipelagic ocean waters",1,"major","M2.1.web.orig_v2.1.tif","M2.1.web.orig_v2.1.json","m2_1_web_orig_v2_1",NULL
82012,8,"M","Marine",2,"Pelagic ocean waters",1,"M2.1","Epipelagic ocean waters",2,"minor","M2.1.web.orig_v2.1.tif","M2.1.web.orig_v2.1.json","m2_1_web_orig_v2_1",NULL
82021,8,"M","Marine",2,"Pelagic ocean waters",2,"M2.2","Mesopelagic ocean waters",1,"major","M2.2.web.orig_v2.0.tif","M2.2.web.orig_v2.0.json","m2_2_web_orig_v2_0",NULL
82022,8,"M","Marine",2,"Pelagic ocean waters",2,"M2.2","Mesopelagic ocean waters",2,"minor","M2.2.web.orig_v2.0.tif","M2.2.web.orig_v2.0.json","m2_2_web_orig_v2_0",NULL
82031,8,"M","Marine",2,"Pelagic ocean waters",3,"M2.3","Bathypelagic ocean waters",1,"major","M2.3.web.orig_v1.0.tif","M2.3.web.orig_v1.0.json","m2_3_web_orig_v1_0",NULL
82032,8,"M","Marine",2,"Pelagic ocean waters",3,"M2.3","Bathypelagic ocean waters",2,"minor","M2.3.web.orig_v1.0.tif","M2.3.web.orig_v1.0.json","m2_3_web_orig_v1_0",NULL
82041,8,"M","Marine",2,"Pelagic ocean waters",4,"M2.4","Abyssopelagic ocean waters",1,"major","M2.4.web.orig_v1.0.tif","M2.4.web.orig_v1.0.json","m2_4_web_orig_v1_0",NULL
82042,8,"M","Marine",2,"Pelagic ocean waters",4,"M2.4","Abyssopelagic ocean waters",2,"minor","M2.4.web.orig_v1.0.tif","M2.4.web.orig_v1.0.json","m2_4_web_orig_v1_0",NULL
82051,8,"M","Marine",2,"Pelagic ocean waters",5,"M2.5","Sea ice",1,"major","M2.5.web.orig_v1.0.tif","M2.5.web.orig_v1.0.json","m2_5_web_orig_v1_0",NULL
82052,8,"M","Marine",2,"Pelagic ocean waters",5,"M2.5","Sea ice",2,"minor","M2.5.web.orig_v1.0.tif","M2.5.web.orig_v1.0.json","m2_5_web_orig_v1_0",NULL
83011,8,"M","Marine",3,"Deep sea floors",1,"M3.1","Continental and island slopes",1,"major","M3.1.web.orig_v1.0.tif","M3.1.web.orig_v1.0.json","m3_1_web_orig_v1_0",NULL
83012,8,"M","Marine",3,"Deep sea floors",1,"M3.1","Continental and island slopes",2,"minor","M3.1.web.orig_v1.0.tif","M3.1.web.orig_v1.0.json","m3_1_web_orig_v1_0",NULL
83021,8,"M","Marine",3,"Deep sea floors",2,"M3.2","Marine canyons",1,"major","M3.2.web.orig_v1.0.tif","M3.2.web.orig_v1.0.json","m3_2_web_orig_v1_0",NULL
83022,8,"M","Marine",3,"Deep sea floors",2,"M3.2","Marine canyons",2,"minor","M3.2.web.orig_v1.0.tif","M3.2.web.orig_v1.0.json","m3_2_web_orig_v1_0",NULL
83031,8,"M","Marine",3,"Deep sea floors",3,"M3.3","Abyssal plains",1,"major","M3.3.web.orig_v1.0.tif","M3.3.web.orig_v1.0.json","m3_3_web_orig_v1_0",NULL
83032,8,"M","Marine",3,"Deep sea floors",3,"M3.3","Abyssal plains",2,"minor","M3.3.web.orig_v1.0.tif","M3.3.web.orig_v1.0.json","m3_3_web_orig_v1_0",NULL
83041,8,"M","Marine",3,"Deep sea floors",4,"M3.4","Seamounts, ridges and plateaus",1,"major","M3.4.web.orig_v2.0.tif","M3.4.web.orig_v2.0.json","m3_4_web_orig_v2_0",NULL
83042,8,"M","Marine",3,"Deep sea floors",4,"M3.4","Seamounts, ridges and plateaus",2,"minor","M3.4.web.orig_v2.0.tif","M3.4.web.orig_v2.0.json","m3_4_web_orig_v2_0",NULL
83051,8,"M","Marine",3,"Deep sea floors",5,"M3.5","Deepwater biogenic beds",1,"major","M3.5.web.orig_v1.0.tif","M3.5.web.orig_v1.0.json","m3_5_web_orig_v1_0",NULL
83052,8,"M","Marine",3,"Deep sea floors",5,"M3.5","Deepwater biogenic beds",2,"minor","M3.5.web.orig_v1.0.tif","M3.5.web.orig_v1.0.json","m3_5_web_orig_v1_0",NULL
83061,8,"M","Marine",3,"Deep sea floors",6,"M3.6","Hadal trenches and troughs",1,"major","M3.6.web.orig_v1.0.tif","M3.6.web.orig_v1.0.json","m3_6_web_orig_v1_0",NULL
83062,8,"M","Marine",3,"Deep sea floors",6,"M3.6","Hadal trenches and troughs",2,"minor","M3.6.web.orig_v1.0.tif","M3.6.web.orig_v1.0.json","m3_6_web_orig_v1_0",NULL
83071,8,"M","Marine",3,"Deep sea floors",7,"M3.7","Chemosynthetically-based ecosystems",1,"major","M3.7.web.orig_v1.0.tif","M3.7.web.orig_v1.0.json","m3_7_web_orig_v1_0",NULL
83072,8,"M","Marine",3,"Deep sea floors",7,"M3.7","Chemosynthetically-based ecosystems",2,"minor","M3.7.web.orig_v1.0.tif","M3.7.web.orig_v1.0.json","m3_7_web_orig_v1_0",NULL
84011,8,"M","Marine",4,"Anthropogenic marine systems",1,"M4.1","Submerged artificial structures systems",1,"major","M4.1.web.orig_v1.0.tif","M4.1.web.orig_v1.0.json","m4_1_web_orig_v1_0",NULL
84012,8,"M","Marine",4,"Anthropogenic marine systems",1,"M4.1","Submerged artificial structures systems",2,"minor","M4.1.web.orig_v1.0.tif","M4.1.web.orig_v1.0.json","m4_1_web_orig_v1_0",NULL
84021,8,"M","Marine",4,"Anthropogenic marine systems",2,"M4.2","Marine aquafarms",1,"major","M4.2.web.orig_v1.0.tif","M4.2.web.orig_v1.0.json","m4_2_web_orig_v1_0",NULL
84022,8,"M","Marine",4,"Anthropogenic marine systems",2,"M4.2","Marine aquafarms",2,"minor","M4.2.web.orig_v1.0.tif","M4.2.web.orig_v1.0.json","m4_2_web_orig_v1_0",NULL
91011,9,"MT","Marine-Terrestrial",1,"Shoreline systems",1,"MT1.1","Rocky shores",1,"major","MT1.1.web.map_v1.0.tif","MT1.1.web.map_v1.0.json","mt1_1_web_map_v1_0",NULL
91012,9,"MT","Marine-Terrestrial",1,"Shoreline systems",1,"MT1.1","Rocky shores",2,"minor","MT1.1.web.map_v1.0.tif","MT1.1.web.map_v1.0.json","mt1_1_web_map_v1_0",NULL
91021,9,"MT","Marine-Terrestrial",1,"Shoreline systems",2,"MT1.2","Muddy shores",1,"major","MT1.2.IM.orig_v1.0.tif","MT1.2.IM.orig_v1.0.json","mt1_2_im_orig_v1_0",NULL
91022,9,"MT","Marine-Terrestrial",1,"Shoreline systems",2,"MT1.2","Muddy shores",2,"minor","MT1.2.IM.orig_v1.0.tif","MT1.2.IM.orig_v1.0.json","mt1_2_im_orig_v1_0",NULL
91031,9,"MT","Marine-Terrestrial",1,"Shoreline systems",3,"MT1.3","Sandy shores",1,"major","MT1.3.web.map_v1.0.tif","MT1.3.web.map_v1.0.json","mt1_3_web_map_v1_0",NULL
91032,9,"MT","Marine-Terrestrial",1,"Shoreline systems",3,"MT1.3","Sandy shores",2,"minor","MT1.3.web.map_v1.0.tif","MT1.3.web.map_v1.0.json","mt1_3_web_map_v1_0",NULL
91041,9,"MT","Marine-Terrestrial",1,"Shoreline systems",4,"MT1.4","Boulder and cobble shores",1,"major","MT1.4.web.map_v1.0.tif","MT1.4.web.map_v1.0.json","mt1_4_web_map_v1_0",NULL
91042,9,"MT","Marine-Terrestrial",1,"Shoreline systems",4,"MT1.4","Boulder and cobble shores",2,"minor","MT1.4.web.map_v1.0.tif","MT1.4.web.map_v1.0.json","mt1_4_web_map_v1_0",NULL
92011,9,"MT","Marine-Terrestrial",2,"Supralittoral coastal systems",1,"MT2.1","Coastal shrublands and grasslands",1,"major","MT2.1.web.map_v1.0.tif","MT2.1.web.map_v1.0.json","mt2_1_web_map_v1_0",NULL
92012,9,"MT","Marine-Terrestrial",2,"Supralittoral coastal systems",1,"MT2.1","Coastal shrublands and grasslands",2,"minor","MT2.1.web.map_v1.0.tif","MT2.1.web.map_v1.0.json","mt2_1_web_map_v1_0",NULL
92021,9,"MT","Marine-Terrestrial",2,"Supralittoral coastal systems",2,"MT2.2","Large seabird and pinniped colonies",1,"major","MT2.2.IM.orig_v1.0.tif","MT2.2.IM.orig_v1.0.json","mt2_2_im_orig_v1_0",NULL
92022,9,"MT","Marine-Terrestrial",2,"Supralittoral coastal systems",2,"MT2.2","Large seabird and pinniped colonies",2,"minor","MT2.2.IM.orig_v1.0.tif","MT2.2.IM.orig_v1.0.json","mt2_2_im_orig_v1_0",NULL
93011,9,"MT","Marine-Terrestrial",3,"Anthropogenic shorelines",1,"MT3.1","Artificial shores",1,"major","MT3.1.web.map_v1.0.tif","MT3.1.web.map_v1.0.json","mt3_1_web_map_v1_0",NULL
93012,9,"MT","Marine-Terrestrial",3,"Anthropogenic shorelines",1,"MT3.1","Artificial shores",2,"minor","MT3.1.web.map_v1.0.tif","MT3.1.web.map_v1.0.json","mt3_1_web_map_v1_0",NULL
101011,10,"MFT","Marine-Freshwater-Terrestrial",1,"Brackish tidal systems",1,"MFT1.1","Coastal river deltas",1,"major","MFT1.1.map.orig_v1.0.tif","MFT1.1.map.orig_v1.0.json","mft1_1_map_orig_v1_0",NULL
101012,10,"MFT","Marine-Freshwater-Terrestrial",1,"Brackish tidal systems",1,"MFT1.1","Coastal river deltas",2,"minor","MFT1.1.map.orig_v1.0.tif","MFT1.1.map.orig_v1.0.json","mft1_1_map_orig_v1_0",NULL
101021,10,"MFT","Marine-Freshwater-Terrestrial",1,"Brackish tidal systems",2,"MFT1.2","Intertidal forests and shrublands",1,"major","MFT1.2.web.orig_v2.0.tif","MFT1.2.web.orig_v2.0.json","mft1_2_web_orig_v2_0",NULL
101022,10,"MFT","Marine-Freshwater-Terrestrial",1,"Brackish tidal systems",2,"MFT1.2","Intertidal forests and shrublands",2,"minor","MFT1.2.web.orig_v2.0.tif","MFT1.2.web.orig_v2.0.json","mft1_2_web_orig_v2_0",NULL
101031,10,"MFT","Marine-Freshwater-Terrestrial",1,"Brackish tidal systems",3,"MFT1.3","Coastal saltmarshes and reedbeds",1,"major","MFT1.3.web.orig_v2.0.tif","MFT1.3.web.orig_v2.0.json","mft1_3_web_orig_v2_0",NULL
101032,10,"MFT","Marine-Freshwater-Terrestrial",1,"Brackish tidal systems",3,"MFT1.3","Coastal saltmarshes and reedbeds",2,"minor","MFT1.3.web.orig_v2.0.tif","MFT1.3.web.orig_v2.0.json","mft1_3_web_orig_v2_0",NULL
